"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2015";"2020"
"Nível";"Cód.";"Município";"Bovino";"Bovino"
"MU";"4219309";"Videira (SC)";"24228";"31100"
"MU";"4219358";"Vitor Meireles (SC)";"6826";"7600"
"MU";"4219408";"Witmarsum (SC)";"10000";"10800"
"MU";"4219507";"Xanxerê (SC)";"26261";"28074"
"MU";"4219606";"Xavantina (SC)";"27912";"29655"
"MU";"4219705";"Xaxim (SC)";"27000";"26168"
"MU";"4219853";"Zortéa (SC)";"9584";"8980"
"MU";"4220000";"Balneário Rincão (SC)";"1642";"1500"
"MU";"4300034";"Aceguá (RS)";"112267";"96836"
"MU";"4300059";"Água Santa (RS)";"9540";"9688"
"MU";"4300109";"Agudo (RS)";"15596";"14102"
"MU";"4300208";"Ajuricaba (RS)";"14500";"12770"
"MU";"4300307";"Alecrim (RS)";"27612";"28434"
"MU";"4300406";"Alegrete (RS)";"657214";"567000"
"MU";"4300455";"Alegria (RS)";"8470";"7989"
"MU";"4300471";"Almirante Tamandaré do Sul (RS)";"7033";"4902"
"MU";"4300505";"Alpestre (RS)";"25835";"23101"
"MU";"4300554";"Alto Alegre (RS)";"4943";"4213"
"MU";"4300570";"Alto Feliz (RS)";"2218";"2051"
"MU";"4300604";"Alvorada (RS)";"1482";"944"
"MU";"4300638";"Amaral Ferrador (RS)";"21814";"17508"
"MU";"4300646";"Ametista do Sul (RS)";"4984";"4448"
"MU";"4300661";"André da Rocha (RS)";"13374";"11320"
"MU";"4300703";"Anta Gorda (RS)";"10320";"10598"
"MU";"4300802";"Antônio Prado (RS)";"14575";"11858"
"MU";"4300851";"Arambaré (RS)";"16395";"10540"
"MU";"4300877";"Araricá (RS)";"1388";"1556"
"MU";"4300901";"Aratiba (RS)";"29621";"24821"
"MU";"4301008";"Arroio do Meio (RS)";"13200";"11535"
"MU";"4301057";"Arroio do Sal (RS)";"3651";"2576"
"MU";"4301073";"Arroio do Padre (RS)";"4035";"3531"
"MU";"4301107";"Arroio dos Ratos (RS)";"13383";"10889"
"MU";"4301206";"Arroio do Tigre (RS)";"11699";"8437"
"MU";"4301305";"Arroio Grande (RS)";"108465";"93432"
"MU";"4301404";"Arvorezinha (RS)";"7130";"3299"
"MU";"4301503";"Augusto Pestana (RS)";"22541";"21190"
"MU";"4301552";"Áurea (RS)";"4157";"3420"
"MU";"4301602";"Bagé (RS)";"275415";"224403"
"MU";"4301636";"Balneário Pinhal (RS)";"1299";"833"
"MU";"4301651";"Barão (RS)";"4343";"4188"
"MU";"4301701";"Barão de Cotegipe (RS)";"15000";"11997"
"MU";"4301750";"Barão do Triunfo (RS)";"6200";"4466"
"MU";"4301800";"Barracão (RS)";"24077";"19414"
"MU";"4301859";"Barra do Guarita (RS)";"3800";"2823"
"MU";"4301875";"Barra do Quaraí (RS)";"60286";"48149"
"MU";"4301909";"Barra do Ribeiro (RS)";"26313";"20710"
"MU";"4301925";"Barra do Rio Azul (RS)";"14938";"13147"
"MU";"4301958";"Barra Funda (RS)";"3461";"2475"
"MU";"4302006";"Barros Cassal (RS)";"26500";"22000"
"MU";"4302055";"Benjamin Constant do Sul (RS)";"5182";"4161"
"MU";"4302105";"Bento Gonçalves (RS)";"2067";"2241"
"MU";"4302154";"Boa Vista das Missões (RS)";"3209";"2464"
"MU";"4302204";"Boa Vista do Buricá (RS)";"12150";"10937"
"MU";"4302220";"Boa Vista do Cadeado (RS)";"12605";"10386"
"MU";"4302238";"Boa Vista do Incra (RS)";"9667";"7821"
"MU";"4302253";"Boa Vista do Sul (RS)";"4431";"4319"
"MU";"4302303";"Bom Jesus (RS)";"102270";"92860"
"MU";"4302352";"Bom Princípio (RS)";"4259";"4482"
"MU";"4302378";"Bom Progresso (RS)";"3000";"2197"
"MU";"4302402";"Bom Retiro do Sul (RS)";"8469";"7866"
"MU";"4302451";"Boqueirão do Leão (RS)";"8100";"7000"
"MU";"4302501";"Bossoroca (RS)";"112515";"95665"
"MU";"4302584";"Bozano (RS)";"5900";"5550"
"MU";"4302600";"Braga (RS)";"3200";"2400"
"MU";"4302659";"Brochier (RS)";"3267";"3269"
"MU";"4302709";"Butiá (RS)";"25384";"14550"
"MU";"4302808";"Caçapava do Sul (RS)";"202542";"155171"
"MU";"4302907";"Cacequi (RS)";"159028";"119133"
"MU";"4303004";"Cachoeira do Sul (RS)";"143340";"117117"
"MU";"4303103";"Cachoeirinha (RS)";"402";"174"
"MU";"4303202";"Cacique Doble (RS)";"8188";"6904"
"MU";"4303301";"Caibaté (RS)";"12000";"8080"
"MU";"4303400";"Caiçara (RS)";"15429";"14349"
"MU";"4303509";"Camaquã (RS)";"55183";"43457"
"MU";"4303558";"Camargo (RS)";"6848";"6013"
"MU";"4303608";"Cambará do Sul (RS)";"26750";"30176"
"MU";"4303673";"Campestre da Serra (RS)";"13821";"12000"
"MU";"4303707";"Campina das Missões (RS)";"20960";"19557"
"MU";"4303806";"Campinas do Sul (RS)";"6216";"5538"
"MU";"4303905";"Campo Bom (RS)";"1202";"892"
"MU";"4304002";"Campo Novo (RS)";"3600";"3075"
"MU";"4304101";"Campos Borges (RS)";"9592";"7828"
"MU";"4304200";"Candelária (RS)";"36005";"26849"
"MU";"4304309";"Cândido Godói (RS)";"21020";"21996"
"MU";"4304358";"Candiota (RS)";"46548";"35674"
"MU";"4304408";"Canela (RS)";"2475";"941"
"MU";"4304507";"Canguçu (RS)";"135164";"104586"
"MU";"4304606";"Canoas (RS)";"746";"636"
"MU";"4304614";"Canudos do Vale (RS)";"4410";"4120"
"MU";"4304622";"Capão Bonito do Sul (RS)";"12834";"11482"
"MU";"4304630";"Capão da Canoa (RS)";"3224";"3044"
"MU";"4304655";"Capão do Cipó (RS)";"47554";"39296"
"MU";"4304663";"Capão do Leão (RS)";"34844";"37949"
"MU";"4304671";"Capivari do Sul (RS)";"16012";"12501"
"MU";"4304689";"Capela de Santana (RS)";"10128";"8073"
"MU";"4304697";"Capitão (RS)";"4510";"4460"
"MU";"4304705";"Carazinho (RS)";"8660";"6962"
"MU";"4304713";"Caraá (RS)";"9251";"8660"
"MU";"4304804";"Carlos Barbosa (RS)";"12156";"11689"
"MU";"4304853";"Carlos Gomes (RS)";"4144";"3348"
"MU";"4304903";"Casca (RS)";"17524";"13910"
"MU";"4304952";"Caseiros (RS)";"8046";"7300"
"MU";"4305009";"Catuípe (RS)";"19968";"17890"
"MU";"4305108";"Caxias do Sul (RS)";"42785";"36995"
"MU";"4305116";"Centenário (RS)";"6476";"5793"
"MU";"4305124";"Cerrito (RS)";"29801";"23583"
"MU";"4305132";"Cerro Branco (RS)";"3906";"2960"
"MU";"4305157";"Cerro Grande (RS)";"3305";"2741"
"MU";"4305173";"Cerro Grande do Sul (RS)";"3563";"3105"
"MU";"4305207";"Cerro Largo (RS)";"12750";"11444"
"MU";"4305306";"Chapada (RS)";"20017";"22594"
"MU";"4305355";"Charqueadas (RS)";"7000";"4145"
"MU";"4305371";"Charrua (RS)";"4501";"3800"
"MU";"4305405";"Chiapetta (RS)";"6600";"6370"
"MU";"4305439";"Chuí (RS)";"9832";"8222"
"MU";"4305447";"Chuvisca (RS)";"5473";"4862"
"MU";"4305454";"Cidreira (RS)";"9157";"7067"
"MU";"4305504";"Ciríaco (RS)";"9667";"6131"
"MU";"4305587";"Colinas (RS)";"4300";"3836"
"MU";"4305603";"Colorado (RS)";"7915";"5635"
"MU";"4305702";"Condor (RS)";"12039";"10925"
"MU";"4305801";"Constantina (RS)";"10425";"8629"
"MU";"4305835";"Coqueiro Baixo (RS)";"5800";"5060"
"MU";"4305850";"Coqueiros do Sul (RS)";"8839";"8045"
"MU";"4305871";"Coronel Barros (RS)";"6100";"5375"
"MU";"4305900";"Coronel Bicaco (RS)";"7023";"5161"
"MU";"4305934";"Coronel Pilar (RS)";"2050";"2025"
"MU";"4305959";"Cotiporã (RS)";"5079";"4501"
"MU";"4305975";"Coxilha (RS)";"6666";"5304"
"MU";"4306007";"Crissiumal (RS)";"27200";"23065"
"MU";"4306056";"Cristal (RS)";"33896";"22276"
"MU";"4306072";"Cristal do Sul (RS)";"4919";"3887"
"MU";"4306106";"Cruz Alta (RS)";"18019";"12182"
"MU";"4306130";"Cruzaltense (RS)";"5502";"4728"
"MU";"4306205";"Cruzeiro do Sul (RS)";"11200";"9025"
"MU";"4306304";"David Canabarro (RS)";"8748";"5675"
"MU";"4306320";"Derrubadas (RS)";"9200";"6689"
"MU";"4306353";"Dezesseis de Novembro (RS)";"19000";"15925"
"MU";"4306379";"Dilermando de Aguiar (RS)";"50792";"37755"
"MU";"4306403";"Dois Irmãos (RS)";"1560";"1308"
"MU";"4306429";"Dois Irmãos das Missões (RS)";"5527";"4715"
"MU";"4306452";"Dois Lajeados (RS)";"5980";"4965"
"MU";"4306502";"Dom Feliciano (RS)";"27522";"22061"
"MU";"4306551";"Dom Pedro de Alcântara (RS)";"2778";"2231"
"MU";"4306601";"Dom Pedrito (RS)";"374411";"290836"
"MU";"4306700";"Dona Francisca (RS)";"4581";"3770"
"MU";"4306734";"Doutor Maurício Cardoso (RS)";"9520";"6855"
"MU";"4306759";"Doutor Ricardo (RS)";"2400";"1960"
"MU";"4306767";"Eldorado do Sul (RS)";"15085";"15547"
"MU";"4306809";"Encantado (RS)";"5000";"4730"
"MU";"4306908";"Encruzilhada do Sul (RS)";"125515";"93046"
"MU";"4306924";"Engenho Velho (RS)";"1769";"1835"
"MU";"4306932";"Entre-Ijuís (RS)";"22500";"15629"
"MU";"4306957";"Entre Rios do Sul (RS)";"3649";"3406"
"MU";"4306973";"Erebango (RS)";"3910";"2947"
"MU";"4307005";"Erechim (RS)";"11673";"10717"
"MU";"4307054";"Ernestina (RS)";"6200";"6360"
"MU";"4307104";"Herval (RS)";"101618";"81640"
"MU";"4307203";"Erval Grande (RS)";"17543";"16438"
"MU";"4307302";"Erval Seco (RS)";"14360";"12247"
"MU";"4307401";"Esmeralda (RS)";"25635";"25000"
"MU";"4307450";"Esperança do Sul (RS)";"8000";"6050"
"MU";"4307500";"Espumoso (RS)";"29505";"22538"
"MU";"4307559";"Estação (RS)";"3526";"2605"
"MU";"4307609";"Estância Velha (RS)";"1050";"897"
"MU";"4307708";"Esteio (RS)";"49";"7"
"MU";"4307807";"Estrela (RS)";"16500";"14770"
"MU";"4307815";"Estrela Velha (RS)";"7465";"5377"
"MU";"4307831";"Eugênio de Castro (RS)";"13000";"11195"
"MU";"4307864";"Fagundes Varela (RS)";"7606";"6630"
"MU";"4307906";"Farroupilha (RS)";"9371";"8701"
"MU";"4308003";"Faxinal do Soturno (RS)";"7671";"5700"
"MU";"4308052";"Faxinalzinho (RS)";"7689";"7179"
"MU";"4308078";"Fazenda Vilanova (RS)";"6400";"5828"
"MU";"4308102";"Feliz (RS)";"2664";"2774"
"MU";"4308201";"Flores da Cunha (RS)";"3863";"3358"
"MU";"4308250";"Floriano Peixoto (RS)";"3659";"2581"
"MU";"4308300";"Fontoura Xavier (RS)";"15420";"11423"
"MU";"4308409";"Formigueiro (RS)";"47278";"32054"
"MU";"4308433";"Forquetinha (RS)";"7000";"5767"
"MU";"4308458";"Fortaleza dos Valos (RS)";"12747";"10243"
"MU";"4308508";"Frederico Westphalen (RS)";"18463";"16793"
"MU";"4308607";"Garibaldi (RS)";"3090";"2587"
"MU";"4308656";"Garruchos (RS)";"58917";"52309"
"MU";"4308706";"Gaurama (RS)";"7060";"5361"
"MU";"4308805";"General Câmara (RS)";"32000";"17832"
"MU";"4308854";"Gentil (RS)";"6351";"5351"
"MU";"4308904";"Getúlio Vargas (RS)";"6983";"5536"
"MU";"4309001";"Giruá (RS)";"20000";"16346"
"MU";"4309050";"Glorinha (RS)";"25929";"19141"
"MU";"4309100";"Gramado (RS)";"3013";"2460"
"MU";"4309126";"Gramado dos Loureiros (RS)";"3849";"2922"
"MU";"4309159";"Gramado Xavier (RS)";"5100";"3800"
"MU";"4309209";"Gravataí (RS)";"19620";"15736"
"MU";"4309258";"Guabiju (RS)";"10212";"6805"
"MU";"4309308";"Guaíba (RS)";"15890";"11844"
"MU";"4309407";"Guaporé (RS)";"10550";"8034"
"MU";"4309506";"Guarani das Missões (RS)";"15500";"11726"
"MU";"4309555";"Harmonia (RS)";"2670";"2983"
"MU";"4309571";"Herveiras (RS)";"3870";"2598"
"MU";"4309605";"Horizontina (RS)";"13950";"10648"
"MU";"4309654";"Hulha Negra (RS)";"42168";"37980"
"MU";"4309704";"Humaitá (RS)";"10200";"7886"
"MU";"4309753";"Ibarama (RS)";"4348";"2873"
"MU";"4309803";"Ibiaçá (RS)";"8530";"7653"
"MU";"4309902";"Ibiraiaras (RS)";"12899";"10480"
"MU";"4309951";"Ibirapuitã (RS)";"9311";"9858"
"MU";"4310009";"Ibirubá (RS)";"24906";"19841"
"MU";"4310108";"Igrejinha (RS)";"4496";"4036"
"MU";"4310207";"Ijuí (RS)";"25000";"21830"
"MU";"4310306";"Ilópolis (RS)";"2570";"1859"
"MU";"4310330";"Imbé (RS)";"831";"661"
"MU";"4310363";"Imigrante (RS)";"3975";"4195"
"MU";"4310405";"Independência (RS)";"10600";"7776"
"MU";"4310413";"Inhacorá (RS)";"4100";"2950"
"MU";"4310439";"Ipê (RS)";"28700";"24580"
"MU";"4310462";"Ipiranga do Sul (RS)";"4425";"2978"
"MU";"4310504";"Iraí (RS)";"14808";"13270"
"MU";"4310538";"Itaara (RS)";"3346";"3043"
"MU";"4310553";"Itacurubi (RS)";"103132";"82521"
"MU";"4310579";"Itapuca (RS)";"4650";"3375"
"MU";"4310603";"Itaqui (RS)";"181177";"150441"
"MU";"4310652";"Itati (RS)";"3487";"3368"
"MU";"4310702";"Itatiba do Sul (RS)";"13654";"10851"
"MU";"4310751";"Ivorá (RS)";"5463";"4693"
"MU";"4310801";"Ivoti (RS)";"1750";"1854"
"MU";"4310850";"Jaboticaba (RS)";"7906";"5494"
"MU";"4310876";"Jacuizinho (RS)";"11344";"9879"
"MU";"4310900";"Jacutinga (RS)";"4370";"3727"
"MU";"4311007";"Jaguarão (RS)";"99051";"85663"
"MU";"4311106";"Jaguari (RS)";"53670";"43048"
"MU";"4311122";"Jaquirana (RS)";"38900";"35112"
"MU";"4311130";"Jari (RS)";"52883";"38933"
"MU";"4311155";"Jóia (RS)";"45781";"39680"
"MU";"4311205";"Júlio de Castilhos (RS)";"64465";"49957"
"MU";"4311239";"Lagoa Bonita do Sul (RS)";"1948";"1418"
"MU";"4311254";"Lagoão (RS)";"18033";"13066"
"MU";"4311270";"Lagoa dos Três Cantos (RS)";"3977";"3020"
"MU";"4311304";"Lagoa Vermelha (RS)";"32199";"30200"
"MU";"4311403";"Lajeado (RS)";"3460";"2470"
"MU";"4311429";"Lajeado do Bugre (RS)";"2112";"1993"
"MU";"4311502";"Lavras do Sul (RS)";"270815";"161265"
"MU";"4311601";"Liberato Salzano (RS)";"10812";"7591"
"MU";"4311627";"Lindolfo Collor (RS)";"856";"757"
"MU";"4311643";"Linha Nova (RS)";"1096";"1318"
"MU";"4311700";"Machadinho (RS)";"25042";"17214"
"MU";"4311718";"Maçambará (RS)";"117247";"75331"
"MU";"4311734";"Mampituba (RS)";"3963";"3067"
"MU";"4311759";"Manoel Viana (RS)";"100095";"73429"
"MU";"4311775";"Maquiné (RS)";"7069";"8167"
"MU";"4311791";"Maratá (RS)";"2713";"2360"
"MU";"4311809";"Marau (RS)";"20494";"19019"
"MU";"4311908";"Marcelino Ramos (RS)";"14930";"9246"
"MU";"4311981";"Mariana Pimentel (RS)";"6985";"6823"
"MU";"4312005";"Mariano Moro (RS)";"9620";"7120"
"MU";"4312054";"Marques de Souza (RS)";"7900";"7025"
"MU";"4312104";"Mata (RS)";"21781";"19000"
"MU";"4312138";"Mato Castelhano (RS)";"4355";"3930"
"MU";"4312153";"Mato Leitão (RS)";"4994";"3800"
"MU";"4312179";"Mato Queimado (RS)";"7500";"5404"
"MU";"4312203";"Maximiliano de Almeida (RS)";"12894";"8207"
"MU";"4312252";"Minas do Leão (RS)";"22194";"15048"
"MU";"4312302";"Miraguaí (RS)";"8994";"7585"
"MU";"4312351";"Montauri (RS)";"5830";"4408"
"MU";"4312377";"Monte Alegre dos Campos (RS)";"21386";"18773"
"MU";"4312385";"Monte Belo do Sul (RS)";"915";"783"
"MU";"4312401";"Montenegro (RS)";"14690";"11883"
"MU";"4312427";"Mormaço (RS)";"3411";"2584"
"MU";"4312443";"Morrinhos do Sul (RS)";"4809";"4290"
"MU";"4312450";"Morro Redondo (RS)";"15031";"11373"
"MU";"4312476";"Morro Reuter (RS)";"1506";"1577"
"MU";"4312500";"Mostardas (RS)";"61833";"48786"
"MU";"4312609";"Muçum (RS)";"2000";"1480"
"MU";"4312617";"Muitos Capões (RS)";"30510";"25830"
"MU";"4312625";"Muliterno (RS)";"4388";"3376"
"MU";"4312658";"Não-Me-Toque (RS)";"5797";"4651"
"MU";"4312674";"Nicolau Vergueiro (RS)";"5211";"4627"
"MU";"4312708";"Nonoai (RS)";"8290";"6943"
"MU";"4312757";"Nova Alvorada (RS)";"7720";"5821"
"MU";"4312807";"Nova Araçá (RS)";"7274";"5835"
"MU";"4312906";"Nova Bassano (RS)";"15791";"14299"
"MU";"4312955";"Nova Boa Vista (RS)";"5907";"4872"
"MU";"4313003";"Nova Bréscia (RS)";"4635";"4600"
"MU";"4313011";"Nova Candelária (RS)";"11520";"10084"
"MU";"4313037";"Nova Esperança do Sul (RS)";"17761";"15284"
"MU";"4313060";"Nova Hartz (RS)";"1307";"1049"
"MU";"4313086";"Nova Pádua (RS)";"2499";"1911"
"MU";"4313102";"Nova Palma (RS)";"18902";"16078"
"MU";"4313201";"Nova Petrópolis (RS)";"7155";"6748"
"MU";"4313300";"Nova Prata (RS)";"9496";"8932"
"MU";"4313334";"Nova Ramada (RS)";"9100";"7550"
"MU";"4313359";"Nova Roma do Sul (RS)";"8396";"7379"
"MU";"4313375";"Nova Santa Rita (RS)";"7918";"7132"
"MU";"4313391";"Novo Cabrais (RS)";"5239";"4640"
"MU";"4313409";"Novo Hamburgo (RS)";"9200";"7176"
"MU";"4313425";"Novo Machado (RS)";"7750";"6089"
"MU";"4313441";"Novo Tiradentes (RS)";"3807";"3542"
"MU";"4313466";"Novo Xingu (RS)";"4272";"3386"
"MU";"4313490";"Novo Barreiro (RS)";"5442";"4026"
"MU";"4313508";"Osório (RS)";"21700";"17424"
"MU";"4313607";"Paim Filho (RS)";"11479";"8843"
"MU";"4313656";"Palmares do Sul (RS)";"33799";"28156"
"MU";"4313706";"Palmeira das Missões (RS)";"18320";"15174"
"MU";"4313805";"Palmitinho (RS)";"12671";"11443"
"MU";"4313904";"Panambi (RS)";"18148";"14859"
"MU";"4313953";"Pantano Grande (RS)";"35100";"23931"
"MU";"4314001";"Paraí (RS)";"8298";"7697"
"MU";"4314027";"Paraíso do Sul (RS)";"9739";"7745"
"MU";"4314035";"Pareci Novo (RS)";"1281";"1627"
"MU";"4314050";"Parobé (RS)";"5570";"5335"
"MU";"4314068";"Passa Sete (RS)";"7061";"4551"
"MU";"4314076";"Passo do Sobrado (RS)";"23280";"14900"
"MU";"4314100";"Passo Fundo (RS)";"11747";"9816"
"MU";"4314134";"Paulo Bento (RS)";"5784";"4936"
"MU";"4314159";"Paverama (RS)";"6550";"6950"
"MU";"4314175";"Pedras Altas (RS)";"85523";"60581"
"MU";"4314209";"Pedro Osório (RS)";"39955";"31134"
"MU";"4314308";"Pejuçara (RS)";"8033";"8358"
"MU";"4314407";"Pelotas (RS)";"50433";"41996"
"MU";"4314423";"Picada Café (RS)";"1667";"1634"
"MU";"4314456";"Pinhal (RS)";"5928";"5781"
"MU";"4314464";"Pinhal da Serra (RS)";"18113";"15000"
"MU";"4314472";"Pinhal Grande (RS)";"18362";"14589"
"MU";"4314498";"Pinheirinho do Vale (RS)";"8955";"8471"
"MU";"4314506";"Pinheiro Machado (RS)";"145912";"121434"
"MU";"4314548";"Pinto Bandeira (RS)";"1908";"1168"
"MU";"4314555";"Pirapó (RS)";"24850";"25850"
"MU";"4314605";"Piratini (RS)";"160831";"116616"
"MU";"4314704";"Planalto (RS)";"11788";"10268"
"MU";"4314753";"Poço das Antas (RS)";"1915";"1795"
"MU";"4314779";"Pontão (RS)";"8435";"7128"
"MU";"4314787";"Ponte Preta (RS)";"5067";"4304"
"MU";"4314803";"Portão (RS)";"10369";"7402"
"MU";"4314902";"Porto Alegre (RS)";"6215";"5785"
"MU";"4315008";"Porto Lucena (RS)";"21468";"20840"
"MU";"4315057";"Porto Mauá (RS)";"7050";"6603"
"MU";"4315073";"Porto Vera Cruz (RS)";"9950";"9299"
"MU";"4315107";"Porto Xavier (RS)";"24575";"23310"
"MU";"4315131";"Pouso Novo (RS)";"4127";"3555"
"MU";"4315149";"Presidente Lucena (RS)";"1954";"2224"
"MU";"4315156";"Progresso (RS)";"10230";"7825"
"MU";"4315172";"Protásio Alves (RS)";"6567";"5955"
"MU";"4315206";"Putinga (RS)";"7870";"6779"
"MU";"4315305";"Quaraí (RS)";"285768";"244000"
"MU";"4315313";"Quatro Irmãos (RS)";"3819";"3468"
"MU";"4315321";"Quevedos (RS)";"31827";"25840"
"MU";"4315354";"Quinze de Novembro (RS)";"12667";"10390"
"MU";"4315404";"Redentora (RS)";"9602";"6004"
"MU";"4315453";"Relvado (RS)";"5780";"4790"
"MU";"4315503";"Restinga Sêca (RS)";"45043";"34965"
"MU";"4315552";"Rio dos Índios (RS)";"12889";"10822"
"MU";"4315602";"Rio Grande (RS)";"121373";"129793"
"MU";"4315701";"Rio Pardo (RS)";"115000";"75800"
"MU";"4315750";"Riozinho (RS)";"1926";"1715"
"MU";"4315800";"Roca Sales (RS)";"8800";"6850"
"MU";"4315909";"Rodeio Bonito (RS)";"5797";"5467"
"MU";"4315958";"Rolador (RS)";"14000";"9721"
"MU";"4316006";"Rolante (RS)";"12648";"11154"
"MU";"4316105";"Ronda Alta (RS)";"9003";"7700"
"MU";"4316204";"Rondinha (RS)";"14445";"11946"
"MU";"4316303";"Roque Gonzales (RS)";"30280";"30332"
"MU";"4316402";"Rosário do Sul (RS)";"345174";"262210"
"MU";"4316428";"Sagrada Família (RS)";"2996";"2254"
"MU";"4316436";"Saldanha Marinho (RS)";"7458";"5622"
"MU";"4316451";"Salto do Jacuí (RS)";"8734";"5431"
"MU";"4316477";"Salvador das Missões (RS)";"8762";"7600"
"MU";"4316501";"Salvador do Sul (RS)";"4482";"5813"
"MU";"4316600";"Sananduva (RS)";"18662";"14777"
"MU";"4316709";"Santa Bárbara do Sul (RS)";"15671";"10946"
"MU";"4316733";"Santa Cecília do Sul (RS)";"5086";"4242"
"MU";"4316758";"Santa Clara do Sul (RS)";"5800";"4830"
"MU";"4316808";"Santa Cruz do Sul (RS)";"31900";"28100"
"MU";"4316907";"Santa Maria (RS)";"109396";"82132"
"MU";"4316956";"Santa Maria do Herval (RS)";"2918";"3247"
"MU";"4316972";"Santa Margarida do Sul (RS)";"51242";"38028"
"MU";"4317004";"Santana da Boa Vista (RS)";"85523";"62200"
"MU";"4317103";"Sant'Ana do Livramento (RS)";"648341";"498793"
"MU";"4317202";"Santa Rosa (RS)";"22700";"20267"
"MU";"4317251";"Santa Tereza (RS)";"973";"846"
"MU";"4317301";"Santa Vitória do Palmar (RS)";"164627";"152261"
"MU";"4317400";"Santiago (RS)";"208371";"167200"
"MU";"4317509";"Santo Ângelo (RS)";"25000";"19860"
"MU";"4317558";"Santo Antônio do Palma (RS)";"4238";"3745"
"MU";"4317608";"Santo Antônio da Patrulha (RS)";"65197";"53336"
"MU";"4317707";"Santo Antônio das Missões (RS)";"146670";"106222"
"MU";"4317756";"Santo Antônio do Planalto (RS)";"3385";"2816"
"MU";"4317806";"Santo Augusto (RS)";"10000";"7325"
"MU";"4317905";"Santo Cristo (RS)";"40200";"43397"
"MU";"4317954";"Santo Expedito do Sul (RS)";"8200";"5612"
"MU";"4318002";"São Borja (RS)";"187705";"130679"
"MU";"4318051";"São Domingos do Sul (RS)";"4323";"3445"
"MU";"4318101";"São Francisco de Assis (RS)";"187707";"159000"
"MU";"4318200";"São Francisco de Paula (RS)";"127400";"120863"
"MU";"4318309";"São Gabriel (RS)";"338465";"249360"
"MU";"4318408";"São Jerônimo (RS)";"36483";"26574"
"MU";"4318424";"São João da Urtiga (RS)";"9380";"7560"
"MU";"4318432";"São João do Polêsine (RS)";"4710";"3699"
"MU";"4318440";"São Jorge (RS)";"8288";"7871"
"MU";"4318457";"São José das Missões (RS)";"3602";"2405"
"MU";"4318465";"São José do Herval (RS)";"3074";"2624"
"MU";"4318481";"São José do Hortêncio (RS)";"2431";"2459"
"MU";"4318499";"São José do Inhacorá (RS)";"6750";"5374"
"MU";"4318507";"São José do Norte (RS)";"56564";"44590"
"MU";"4318606";"São José do Ouro (RS)";"16498";"14675"
"MU";"4318614";"São José do Sul (RS)";"2522";"2761"
"MU";"4318622";"São José dos Ausentes (RS)";"49980";"53704"
"MU";"4318705";"São Leopoldo (RS)";"1236";"818"
"MU";"4318804";"São Lourenço do Sul (RS)";"96098";"78182"
"MU";"4318903";"São Luiz Gonzaga (RS)";"58000";"41678"
"MU";"4319000";"São Marcos (RS)";"7421";"7083"
"MU";"4319109";"São Martinho (RS)";"9200";"7428"
"MU";"4319125";"São Martinho da Serra (RS)";"31244";"25441"
"MU";"4319158";"São Miguel das Missões (RS)";"52500";"38966"
"MU";"4319208";"São Nicolau (RS)";"36740";"28829"
"MU";"4319307";"São Paulo das Missões (RS)";"23542";"21509"
"MU";"4319356";"São Pedro da Serra (RS)";"1977";"2421"
"MU";"4319364";"São Pedro das Missões (RS)";"2700";"1785"
"MU";"4319372";"São Pedro do Butiá (RS)";"8894";"7456"
"MU";"4319406";"São Pedro do Sul (RS)";"76768";"55860"
"MU";"4319505";"São Sebastião do Caí (RS)";"4373";"3631"
"MU";"4319604";"São Sepé (RS)";"128484";"94026"
"MU";"4319703";"São Valentim (RS)";"7589";"6311"
"MU";"4319711";"São Valentim do Sul (RS)";"3330";"2642"
"MU";"4319737";"São Valério do Sul (RS)";"2600";"2560"
"MU";"4319752";"São Vendelino (RS)";"910";"887"
"MU";"4319802";"São Vicente do Sul (RS)";"79685";"65000"
"MU";"4319901";"Sapiranga (RS)";"3459";"3791"
"MU";"4320008";"Sapucaia do Sul (RS)";"423";"379"
"MU";"4320107";"Sarandi (RS)";"10602";"8924"
"MU";"4320206";"Seberi (RS)";"15299";"14963"
"MU";"4320230";"Sede Nova (RS)";"7350";"6254"
"MU";"4320263";"Segredo (RS)";"7476";"4646"
"MU";"4320305";"Selbach (RS)";"10438";"8094"
"MU";"4320321";"Senador Salgado Filho (RS)";"7570";"6498"
"MU";"4320354";"Sentinela do Sul (RS)";"11164";"7985"
"MU";"4320404";"Serafina Corrêa (RS)";"10710";"7602"
"MU";"4320453";"Sério (RS)";"3850";"3240"
"MU";"4320503";"Sertão (RS)";"10095";"7860"
"MU";"4320552";"Sertão Santana (RS)";"4760";"3683"
"MU";"4320578";"Sete de Setembro (RS)";"7000";"5138"
"MU";"4320602";"Severiano de Almeida (RS)";"10797";"9952"
"MU";"4320651";"Silveira Martins (RS)";"4015";"3331"
"MU";"4320677";"Sinimbu (RS)";"12000";"9960"
"MU";"4320701";"Sobradinho (RS)";"4940";"3233"
